title,artist,song_key,display_key,intro,pre_chorus,chorus,bridge,outro,full_progression
The Cross Is My Confession,Kari Jobe,Db,Db,1 2m 6m 5 4 1 4 6m 5 4 5 4 6m 5 4 3m 4 6m 1 4 6m 1 5 4 5 1 2m 6m 4 1 6m 5 1 4 1 2 6m 5 1 4 1 4 6m 5 1 5 4 5 1 1 7m 6m 5 4 1 5 4 5 4 1 2m 6m,,,,,1 2m 6m 5 4 1 4 6m 5 4 5 4 6m 5 4 3m 4 6m 1 4 6m 1 5 4 5 1 2m 6m 4 1 6m 5 1 4 1 2 6m 5 1 4 1 4 6m 5 1 5 4 5 1 1 7m 6m 5 4 1 5 4 5 4 1 2m 6m
The Garden,Kari Jobe,C,C,1 1 4 4 1 1 4 4,,1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5,4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5,,1 1 4 4 1 1 4 4 1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5
Tu Amor Vino A Mi,Kari Jobe,Ab,Ab,1 4 6m 5 6m 1 4 6m 4 1 4 6m 4 4 5 6m 4 5 1 5 6m 4 1 5 4 1 5 6m 4 1 5 4 1 4 6m 4 1 4 6m 4,,,,,1 4 6m 5 6m 1 4 6m 4 1 4 6m 4 4 5 6m 4 5 1 5 6m 4 1 5 4 1 5 6m 4 1 5 4 1 4 6m 4 1 4 6m 4
Tu Nombre Exaltaré,Kari Jobe,D,D,1 4 1 6m 5 1 6m 5 4 5 6m 5 4 1 5 4 1 6m 5 4 5 1 6m 5 1 6m 5 4 5 6m 5,,,,,1 4 1 6m 5 1 6m 5 4 5 6m 5 4 1 5 4 1 6m 5 4 5 1 6m 5 1 6m 5 4 5 6m 5
Vuelvo A Tus Pies,Kari Jobe,Bm,D,6m 1 6m 1 5 6m 1 5 3 6m 4 1 3m 6m 4 1 3m 2m 6m 5 3m 2m 6m 5 6m #4 1 6m 1 5 6m 1 6 5 6m 1 6m 1 6m 1 5,,,,,6m 1 6m 1 5 6m 1 5 3 6m 4 1 3m 6m 4 1 3m 2m 6m 5 3m 2m 6m 5 6m #4 1 6m 1 5 6m 1 6 5 6m 1 6m 1 6m 1 5
We Are,Kari Jobe,G,G,1 5 b3 1 5 3m b3 1 5 b3 1 5 3m b3 1 5 b3 3m b3 5 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 1 5 3m b3 1 5 b3 1 5 3m b3 1 5 b3 5 6m 1 5 6m 1 5 6m 1 5 6m 1 1 5 b3 1 5 b3 1 5 b3 1 5 b3 5 6m 1 5 6m 1 5 6m 1 5 6m 1,,,,,1 5 b3 1 5 3m b3 1 5 b3 1 5 3m b3 1 5 b3 3m b3 5 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 1 5 3m b3 1 5 b3 1 5 3m b3 1 5 b3 5 6m 1 5 6m 1 5 6m 1 5 6m 1 1 5 b3 1 5 b3 1 5 b3 1 5 b3 5 6m 1 5 6m 1 5 6m 1 5 6m 1
We Cry Out,Kari Jobe,G,G,1 1 6m b6 5,,1 5 2m 6m 4 1 b6 5 1 5 2m 6m 4 b6 5 1 1 6m 5,,,1 1 6m b6 5 1 5 2m 6m 4 1 b6 5 1 5 2m 6m 4 b6 5 1 1 6m 5
We Exalt Your Name,Kari Jobe,C,C,1 5 1 5 4 1 4,4 5 4 5,4 5 4 5 4 5 4 5 4 1 5 4 6m 4 5 4 5 4 5 4 1 5 4 1 5 4 1 6m 5 4 5 1 4,,,1 5 1 5 4 1 4 4 5 4 5 4 5 4 5 4 5 4 5 4 1 5 4 6m 4 5 4 5 4 5 4 1 5 4 1 5 4 1 6m 5 4 5 1 4
When Hope Came Down,Kari Jobe,G,G,,,1 4 3m 4 1 4 3m 4 3m 4 1,4 5 6m 5 4 5 1,,1 4 3m 4 1 4 3m 4 3m 4 1 4 5 6m 5 4 5 1
You are for Me,Kari Jobe,Bb,Bb,1 5 6m 4,,1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1,,,1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1
The Garden,kari job,C,C,1 1 4 4 1 1 4 4,,1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5,4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5,,1 1 4 4 1 1 4 4 1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 4 6m 5 1 4 6m 5
Four Days Late,Karen Peck And New River,G,G,,,4 5 1 6m 5 4 2 5 b6 5 1 4 1 5 1 #4 5 6 2 7m 6 5 3 6 2 5 2 6 2 5,b2 6,,4 5 1 6m 5 4 2 5 b6 5 1 4 1 5 1 #4 5 6 2 7m 6 5 3 6 2 5 2 6 2 5 b2 6
Revival,Karen Peck And New River,F,F,1 2 2 1 1 2 2 4 5 4 2 1 2,b7 1 b7 1,b7 1 b7 1 5 b7 5 5 b7 5 b7 1 b7 1 5 b7 1 5 b7 1 5 5 4 b7 4 5 5 4 b7 4 5,,,1 2 2 1 1 2 2 4 5 4 2 1 2 b7 1 b7 1 b7 1 b7 1 5 b7 5 5 b7 5 b7 1 b7 1 5 b7 1 5 b7 1 5 5 4 b7 4 5 5 4 b7 4 5
Special Love,Karen Peck And New River,D,D,,,4 1 5 1 4 1 5 4 1 5 1 4 1 5 1 1 4 1 4 1 4 5 4 1 5 4 1 5 1 1 5 1,,,4 1 5 1 4 1 5 4 1 5 1 4 1 5 1 1 4 1 4 1 4 5 4 1 5 4 1 5 1 1 5 1
Oasis,Kalley,C,C,1 5 6m 6m 5 4 5 1,,1 5 6m 5 4 1 2m 1 4 5 1 1 5 6m 5 4 1 2m 1 4 5 1,1 5 6m 6m 5 4 5 1 2m 1 4 5 1 1 5 6m 6m 5 4 5 1 2m 1 4 5 1,,1 5 6m 6m 5 4 5 1 1 5 6m 5 4 1 2m 1 4 5 1 1 5 6m 5 4 1 2m 1 4 5 1 1 5 6m 6m 5 4 5 1 2m 1 4 5 1 1 5 6m 6m 5 4 5 1 2m 1 4 5 1
I Walk On Water,Kaleo,C,C,,,1 2 3m 1 2 5 1 5 1 2 3m 1 2 5 1 5 1 3m 2 1 5 1 5 1,,,1 2 3m 1 2 5 1 5 1 2 3m 1 2 5 1 5 1 3m 2 1 5 1 5 1
O Que Houve?,Kaleo,G,G,1 5 6m 4 1 5 2m 5 2m 5 1 6m 2m 5 1 6m 4 2m 4 2m 6m 2m 5 1 1 5 6 2m 5 6 1 5 2m 6 6m 5 1 5 6m 4 1 5 2m 4 5 2m 5 1 6m 4 2m 5 1 6m 4 5 1 5 6m 4 5 2m 4 2m 6m 2m 5 1 1 5 6 2m 5 6 1 5 2m 6 6m 5 1 5 6 2m 5 6 1 5 2m 6 6m 5 1 5 6m 4 1 5 2m 4 5 1,,,,,1 5 6m 4 1 5 2m 5 2m 5 1 6m 2m 5 1 6m 4 2m 4 2m 6m 2m 5 1 1 5 6 2m 5 6 1 5 2m 6 6m 5 1 5 6m 4 1 5 2m 4 5 2m 5 1 6m 4 2m 5 1 6m 4 5 1 5 6m 4 5 2m 4 2m 6m 2m 5 1 1 5 6 2m 5 6 1 5 2m 6 6m 5 1 5 6 2m 5 6 1 5 2m 6 6m 5 1 5 6m 4 1 5 2m 4 5 1
Way Down We Go,Kaleo,Bbm,C#,6m,,6m 4 2m 6m 4 2m 6m 4 2m 6m 4 2m 6m 4 2m 6m 4 2m 6m 4 2m 5 4 4,,,6m 6m 4 2m 6m 4 2m 6m 4 2m 6m 4 2m 6m 4 2m 6m 4 2m 6m 4 2m 5 4 4
Hallelujah,K.D. Lang,Em,G,,,6m 1 6m 3m 5 1 6m 1 6m 6m 1 6m 3m 5 1 6m 1 6m 6m 1 6m 3m 5 1 6m 1 6m 6m 1 6m 3m 5 1 6m 1 6m 6m 1 6m 3m 5 1 6m 1 6m,,,6m 1 6m 3m 5 1 6m 1 6m 6m 1 6m 3m 5 1 6m 1 6m 6m 1 6m 3m 5 1 6m 1 6m 6m 1 6m 3m 5 1 6m 1 6m 6m 1 6m 3m 5 1 6m 1 6m
All I Can Do,Lynyrd Skynyrd,G,G,1 5 4 1 5 6m 4 1 5 4,,1 5 4 1 5 4 1 5 6m 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 6m 4 1 5 4 2 2 6 5 1 1 5 4 1 5 6m 4 1 5 4,,,1 5 4 1 5 6m 4 1 5 4 1 5 4 1 5 4 1 5 6m 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 6m 4 1 5 4 2 2 6 5 1 1 5 4 1 5 6m 4 1 5 4
All I Can Do Is Write About It,Lynyrd Skynyrd,G,G,,,1 5 4 1 5 4 1 5 6m 4 1 5 4 1 5 4 1 5 4 2 2 6 5 1,,,1 5 4 1 5 4 1 5 6m 4 1 5 4 1 5 4 1 5 4 2 2 6 5 1
All I Have Is A Song,Lynyrd Skynyrd,G,G,,,4 5 1 6m 4 5 1 1 4 5 1 4 5 1 4 5 1 5 1 6m 4 5 1 4 5 1 4 5 1 2,,,4 5 1 6m 4 5 1 1 4 5 1 4 5 1 4 5 1 5 1 6m 4 5 1 4 5 1 4 5 1 2
Am I Losing,Lynyrd Skynyrd,G,G,,,2m 1 b7 4 2m 1 b7 4 2m 1 b7 4 b7 4 1 b7 4 2m 1 b7 4 1 b7 4,,,2m 1 b7 4 2m 1 b7 4 2m 1 b7 4 b7 4 1 b7 4 2m 1 b7 4 1 b7 4
Blame It On A Sad Song,Lynyrd Skynyrd,C,C,1 3m 6m 5 4 1 5 1 3m 6m 5 4 1 5 6m 5 1 3m 6m 5 4 1 5 6m 5 1 3m 6m 5 6 4 1 5 6m 5,,6m 5 4 4 1 5 4 4 6m 5 4 4 1 5 4 6m 5 4 4 1 3m 6m 5 4 1 5 1 3m 6m 5 4 1 5 6m 5 1 3m 6m 5 4 1 5 6m 5 6m 5 4 4 1 5 4 4 6m 5 4 4 1 5 4 6m 5 4 4 7 1 7 1 7 4 1 7 1 7 1 7 4 5 7 4 1 1 7 4 1 1 7 4 1 3m 6m 5 4 4 5 5 6m 5 4 4 1 5 4 4 6m 5 4 4 1 5 4 4 6m 5 4 4 6m 5 4 4 6m 5 4 4 6m 5 4 4 6m 5 6m 5 4 4 6m 5 4 6m 5,,,1 3m 6m 5 4 1 5 1 3m 6m 5 4 1 5 6m 5 1 3m 6m 5 4 1 5 6m 5 1 3m 6m 5 6 4 1 5 6m 5 6m 5 4 4 1 5 4 4 6m 5 4 4 1 5 4 6m 5 4 4 1 3m 6m 5 4 1 5 1 3m 6m 5 4 1 5 6m 5 1 3m 6m 5 4 1 5 6m 5 6m 5 4 4 1 5 4 4 6m 5 4 4 1 5 4 6m 5 4 4 7 1 7 1 7 4 1 7 1 7 1 7 4 5 7 4 1 1 7 4 1 1 7 4 1 3m 6m 5 4 4 5 5 6m 5 4 4 1 5 4 4 6m 5 4 4 1 5 4 4 6m 5 4 4 6m 5 4 4 6m 5 4 4 6m 5 4 4 6m 5 6m 5 4 4 6m 5 4 6m 5
Call Me The Breeze,Lynyrd Skynyrd,A,A,1,,1 4 1 5 4 1 1 4 1 5 4,,,1 1 4 1 5 4 1 1 4 1 5 4
Coming Home,Lynyrd Skynyrd,D,D,,,5m b7 b7 4 1 5m b7 b7 4 1 5m b7 4 1 5m b7 b7 4 1 5m b7 b7 4 1 5m b7 b7 4 1,b7 1 b7 1 b7 1 b7 1 b7 1 b7 1,,5m b7 b7 4 1 5m b7 b7 4 1 5m b7 4 1 5m b7 b7 4 1 5m b7 b7 4 1 5m b7 b7 4 1 b7 1 b7 1 b7 1 b7 1 b7 1 b7 1
Cry For The Bad Man,Lynyrd Skynyrd,Am,C,,,5 6m 2m 1 1 2m 6m 6m 1 2m 6m 6m 1 2m 6m 1 2m 6m 6m 1 2m 6m 6m 1 2m 6m 5 6m 2m 1 1 2m 6m 6m 1 2m 6m 6m 1 6m 1 2m 6m 5 6m 1 1 2m 6m 6m 1 2m 6m 1 2m 6m 6m 1 2m 6m 6m 1 2m 6m 6m 1 2 6m 5 6m 1 2m 6m 1 2m 6m,,,5 6m 2m 1 1 2m 6m 6m 1 2m 6m 6m 1 2m 6m 1 2m 6m 6m 1 2m 6m 6m 1 2m 6m 5 6m 2m 1 1 2m 6m 6m 1 2m 6m 6m 1 6m 1 2m 6m 5 6m 1 1 2m 6m 6m 1 2m 6m 1 2m 6m 6m 1 2m 6m 6m 1 2m 6m 6m 1 2 6m 5 6m 1 2m 6m 1 2m 6m
Curtis Lowe,Lynyrd Skynyrd,D,D,,,4 1 4 1 4 1 2 1 5 4 1 4 1 4 1 4 1 2 1 5 4 1 4 1 4 1 4 1 2 1 5 4 1,,,4 1 4 1 4 1 2 1 5 4 1 4 1 4 1 4 1 2 1 5 4 1 4 1 4 1 4 1 2 1 5 4 1
Dont Ask Me No Question,Lynyrd Skynyrd,F#m,A,,,b7 4 b3 b7 b7 4 b3 b7 b7 4 6m 4 b7 4 b3 b7 b7 4 b3 b7 b7 4 b3 b7,,,b7 4 b3 b7 b7 4 b3 b7 b7 4 6m 4 b7 4 b3 b7 b7 4 b3 b7 b7 4 b3 b7
Double Trouble,Lynyrd Skynyrd,A,A,1 1 4 1 5 4 b3 1 4 1 5 5 5 4 1 4 1 5 5 5 5 5 b3 1 2 5 5 5 1 4 5 5 4 1 4 1 5 5 5 5 5 b3 1 2 5 5 5 4 1 5 5 5 5 5 b3 1 2 5 5 5 5 5 5 5 5 5 5 5,,,,,1 1 4 1 5 4 b3 1 4 1 5 5 5 4 1 4 1 5 5 5 5 5 b3 1 2 5 5 5 1 4 5 5 4 1 4 1 5 5 5 5 5 b3 1 2 5 5 5 4 1 5 5 5 5 5 b3 1 2 5 5 5 5 5 5 5 5 5 5 5
Four Walls Of Raiford,Lynyrd Skynyrd,D,D,1 5 4 1 5 4 1 1 5 4 1 1 5 4 1 1 5 4 1,,1 4 1 5 1 4 5 4 1 1 5 4 1 1 5 4 1 1 5 4 1 1 5 4 1,,,1 5 4 1 5 4 1 1 5 4 1 1 5 4 1 1 5 4 1 1 4 1 5 1 4 5 4 1 1 5 4 1 1 5 4 1 1 5 4 1 1 5 4 1
Gimme Back My Bullets,Lynyrd Skynyrd,A,A,,,1 4 b3 1 4 b3 1 4 b3 4 5 1 1 4 b3 1 4 b3 1 4 b3 4 5 1,,,1 4 b3 1 4 b3 1 4 b3 4 5 1 1 4 b3 1 4 b3 1 4 b3 4 5 1
Gimme Three Steps,Lynyrd Skynyrd,D,D,,,1 1 5 5 1 1 5 1 1 1 5 5 1 1 2 5 1 1 4 2 1 1 5 1,,,1 1 5 5 1 1 5 1 1 1 5 5 1 1 2 5 1 1 4 2 1 1 5 1
Home Is Where The Heart Is,Lynyrd Skynyrd,Am,C,6m 5 6m 5 6m 5 4 6m 5 6m 5 6m 5 4 6m 5 6m 5 6m 5 4,,5 2 3m 1 2 5 1 2 3m 1 2 1 5 1 5 2 6m 5 6m 5 6m 5 4 6m 5 6m 5 6m 5 4 6m 5 6m 5 6m 5 4 5 2 3m 1 2 5 1 2 3m 1 2 1 1 5 1 5 1 5 3m 1 2 4 5 4 5 4 5 3m 1 2 5 2 3m 1 2 5 1 2 3m 1 2 5 2 3m 1 2 5 1 2 3m 1 2 1 5 1 5 1 5 3m 1 5 1 5 1 5 1 5 3m 1 5,,,6m 5 6m 5 6m 5 4 6m 5 6m 5 6m 5 4 6m 5 6m 5 6m 5 4 5 2 3m 1 2 5 1 2 3m 1 2 1 5 1 5 2 6m 5 6m 5 6m 5 4 6m 5 6m 5 6m 5 4 6m 5 6m 5 6m 5 4 5 2 3m 1 2 5 1 2 3m 1 2 1 1 5 1 5 1 5 3m 1 2 4 5 4 5 4 5 3m 1 2 5 2 3m 1 2 5 1 2 3m 1 2 5 2 3m 1 2 5 1 2 3m 1 2 1 5 1 5 1 5 3m 1 5 1 5 1 5 1 5 3m 1 5
I Know A Little,Lynyrd Skynyrd,A,A,,,4 1 4 1 5 4 b7 7 1 4 1 4 1 5 4 b7 7 1 4 1 4 1 5 4 b7 7 1 5 4,,,4 1 4 1 5 4 b7 7 1 4 1 4 1 5 4 b7 7 1 4 1 4 1 5 4 b7 7 1 5 4
I Need You,Lynyrd Skynyrd,Am,C,,,6m 1 2 6m 6m 1 2 6m,,,6m 1 2 6m 6m 1 2 6m
Last Of A Dyin Breed Acoustic,Lynyrd Skynyrd,Em,G,6 6m 6 6m 5 2 5 2 6m 6m 2 1 6m,,2 1 6m 2 1 6m 2 1 6m 2 1 6 6m 6 6m 5 2 5 2 6m 2 2 2 1 6m 2 1 6m 2 1 6m 2 1 4 2 4 5 6 6m 6 6m 5 2 5 2 6m 2 1 6m 2 1 6m 2 1 6m 2 1 2 1 2 6 6m 6 6m 5 2 5 2 6m 2,,,6 6m 6 6m 5 2 5 2 6m 6m 2 1 6m 2 1 6m 2 1 6m 2 1 6m 2 1 6 6m 6 6m 5 2 5 2 6m 2 2 2 1 6m 2 1 6m 2 1 6m 2 1 4 2 4 5 6 6m 6 6m 5 2 5 2 6m 2 1 6m 2 1 6m 2 1 6m 2 1 2 1 2 6 6m 6 6m 5 2 5 2 6m 2
Last Rebel,Lynyrd Skynyrd,Am,C,,,4 5 4 5 4 5 6m 4 5 4 5 4 5 5 6m 5 1 6m 5 1 6m 5 1 6m 5 1,,,4 5 4 5 4 5 6m 4 5 4 5 4 5 5 6m 5 1 6m 5 1 6m 5 1 6m 5 1
Lifes Lessons,Lynyrd Skynyrd,Em,G,6m 1 6m 1 6m 1 4 5 6m 1 6m 1 6m 1 4 5 6m 1 6m 1 6m 1 4 5 6m 1 6m 1 6m 1 4 5 6m 1 6m 1 6m 1 4 5 2m 4 1 5 2m 4 5 1 4 6m 5 4 6m 5 4 6m 5 4 4 5 6m 5 2m 4 1 5 2m 4 5 1 4 6m 5 4 6m 5 4 6m 5 4 4 5 6m 5 2m 6m 5 2m 6m 5 2m 6m 5 2m 6m 5 2m,,,,,6m 1 6m 1 6m 1 4 5 6m 1 6m 1 6m 1 4 5 6m 1 6m 1 6m 1 4 5 6m 1 6m 1 6m 1 4 5 6m 1 6m 1 6m 1 4 5 2m 4 1 5 2m 4 5 1 4 6m 5 4 6m 5 4 6m 5 4 4 5 6m 5 2m 4 1 5 2m 4 5 1 4 6m 5 4 6m 5 4 6m 5 4 4 5 6m 5 2m 6m 5 2m 6m 5 2m 6m 5 2m 6m 5 2m
Pure And Simple,Lynyrd Skynyrd,Gb,Gb,1 4 5 1 4 5 1 4 5 1 4 5 3 4 5 4 1 1 4 5 1 4 5 1 4 5,,1 4 1 4 1 4 5 4 2 5 6m 4 2m 5 1 3m 4 5 6m 4 6m 4,,,1 4 5 1 4 5 1 4 5 1 4 5 3 4 5 4 1 1 4 5 1 4 5 1 4 5 1 4 1 4 1 4 5 4 2 5 6m 4 2m 5 1 3m 4 5 6m 4 6m 4
Roll Gypsy Roll,Lynyrd Skynyrd,G,G,1 b7 1 b7 1 b7 1 b7,,2m 4 1 2m 4 1 2m 4 1 2m 4 1,,,1 b7 1 b7 1 b7 1 b7 2m 4 1 2m 4 1 2m 4 1 2m 4 1
Rough Around The Edges,Lynyrd Skynyrd,Am,C,6m 1 1 1 4 3m 6m 1 1 1 4 5 4 5 6m 1 6m 4 5 6m 4 5 6m 1 1 4 5 6m 1 1 4 5 6m 1 1 4 5 6m 1 1 4 5 4 5 6m 1 6m 4 5 6m 4 5 4 5 6m 4 5 4 5 6m 6 4 5 6m 1 1 1 4 3m 6m 1 1 1 4 5 6m 1 1 4 5 6m 1 1 4 5 4 5 6m 1 6m 4 5 6m 4 5 4 5 6m 4 5 4 5 6m 6 4 5 2m 1 7m 1 2m 1 b7 1 2m 1 b7 1 2m 1 b7 1 6m 1 1 1 4 3m 6m 1 1 1 4 5 6m 1 1 1 4 3m 6m 1 1 1 4 5 1 1 1 4 3m 4 5 6m 4 5 4 5 6m 6 4 5,,,,,6m 1 1 1 4 3m 6m 1 1 1 4 5 4 5 6m 1 6m 4 5 6m 4 5 6m 1 1 4 5 6m 1 1 4 5 6m 1 1 4 5 6m 1 1 4 5 4 5 6m 1 6m 4 5 6m 4 5 4 5 6m 4 5 4 5 6m 6 4 5 6m 1 1 1 4 3m 6m 1 1 1 4 5 6m 1 1 4 5 6m 1 1 4 5 4 5 6m 1 6m 4 5 6m 4 5 4 5 6m 4 5 4 5 6m 6 4 5 2m 1 7m 1 2m 1 b7 1 2m 1 b7 1 2m 1 b7 1 6m 1 1 1 4 3m 6m 1 1 1 4 5 6m 1 1 1 4 3m 6m 1 1 1 4 5 1 1 1 4 3m 4 5 6m 4 5 4 5 6m 6 4 5
Simple Man,Lynyrd Skynyrd,A,A,1 5 6m,,1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m,,,1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m
Swamp Music,Lynyrd Skynyrd,E,E,,,5 4 1,,,5 4 1
Sweet Home Alabama,Lynyrd Skynyrd,D,D,,,1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1,,,1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1 1 b7 4 1 b7 4 1
Take Your Time,Lynyrd Skynyrd,E,E,,,1 b3 3 4 b7 1 b7 4 b7 1 b7 1 4 5 4 1 4 5 1 4 #4 5 1 2 1 4 b7 1 b7 1 4 5 4 4 #4 5 1 b3 3 4 b7 1 b7 4 b7 1 b7 1 4 5 1 1 4 5 1 4 #4 5 1 2 1 4 b7 1 b7 1 4 5 4 4 #4 5 1 b3 3 4 b7 1 b7 4 b7 1 b7 1 4 5 4 1 4 5 1 4 #4 5 1 2 1 4 b6 1 3 4 #4 5 1 b3 3 4 b7 1 b7 4 b7 1 4 1 4 5 4 1 4 5 1 4 #4 5 1 2 1 4 b7 1 b7 1 4 5 4 1 4 #4 5,,,1 b3 3 4 b7 1 b7 4 b7 1 b7 1 4 5 4 1 4 5 1 4 #4 5 1 2 1 4 b7 1 b7 1 4 5 4 4 #4 5 1 b3 3 4 b7 1 b7 4 b7 1 b7 1 4 5 1 1 4 5 1 4 #4 5 1 2 1 4 b7 1 b7 1 4 5 4 4 #4 5 1 b3 3 4 b7 1 b7 4 b7 1 b7 1 4 5 4 1 4 5 1 4 #4 5 1 2 1 4 b6 1 3 4 #4 5 1 b3 3 4 b7 1 b7 4 b7 1 4 1 4 5 4 1 4 5 1 4 #4 5 1 2 1 4 b7 1 b7 1 4 5 4 1 4 #4 5
That Smell,Lynyrd Skynyrd,F,F,,,1 3m 1 3m 1 3m 1 3m 1 3m 1 2 3m 1 2 3m 1 2 3m 1 3m 1 3m 1 2 3m 1 2 3m 1 2 3m 1 3m 1 3m 1 3m 5 2 4 1 3m 5 2 4 1 3m 1 3m 1 2 3m 1 2 3m 1 2 3m 1 3m 1 2 3m 1 2 3m 1 2 3m 1 3m 1 3m 5 2 4 1 3m 5 2 4 1 3m 1 3m,,,1 3m 1 3m 1 3m 1 3m 1 3m 1 2 3m 1 2 3m 1 2 3m 1 3m 1 3m 1 2 3m 1 2 3m 1 2 3m 1 3m 1 3m 1 3m 5 2 4 1 3m 5 2 4 1 3m 1 3m 1 2 3m 1 2 3m 1 2 3m 1 3m 1 2 3m 1 2 3m 1 2 3m 1 3m 1 3m 5 2 4 1 3m 5 2 4 1 3m 1 3m
The Ballad Of Curtis Loew,Lynyrd Skynyrd,E,E,1 b7 1 1 5 1 4 2 1 5 4 1,,4 1 1 4 1 1 4 1 2 1 b7 4 1 1 b7 1 6m,,,1 b7 1 1 5 1 4 2 1 5 4 1 4 1 1 4 1 1 4 1 2 1 b7 4 1 1 b7 1 6m
Things Goin On,Lynyrd Skynyrd,E,E,1 5 1 4 1 1 5 1 4 1 5 1,,,,,1 5 1 4 1 1 5 1 4 1 5 1
Truck Drivin Man,Lynyrd Skynyrd,A,A,1 2 4 5 1 1 2 4 5 1 1 2 4 5 1 1 2 4 5 1 5 1 5 1 4 1 2 4 5 1 5 1 5 1 1 2 4 5 1 1 2 4 5 1 1 2 4 5 1 5 1 5 1 4 1 2 4 5 1 2 4 5 6 2 4 5 6 5 1 5 1 4 1 2 4 5 1 1 2 4 5 1 1 2 4 5 1 5 1 5 1 4 2 4 5 1 4 5 1 4 5 1 4 5 1 4 5 1,,,,,1 2 4 5 1 1 2 4 5 1 1 2 4 5 1 1 2 4 5 1 5 1 5 1 4 1 2 4 5 1 5 1 5 1 1 2 4 5 1 1 2 4 5 1 1 2 4 5 1 5 1 5 1 4 1 2 4 5 1 2 4 5 6 2 4 5 6 5 1 5 1 4 1 2 4 5 1 1 2 4 5 1 1 2 4 5 1 5 1 5 1 4 2 4 5 1 4 5 1 4 5 1 4 5 1 4 5 1
Tuesdays Gone,Lynyrd Skynyrd,A,A,,,1 b7 4 1 5 4 1 b7 4 1 b7 4 1 b7 4 1 5 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 4 1 b7 4 1 5 4 1 b7 4 1 5 4 1 b7 4 1 5 4 1 5 6m 4 1 5 4,,,1 b7 4 1 5 4 1 b7 4 1 b7 4 1 b7 4 1 5 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 4 1 b7 4 1 5 4 1 b7 4 1 5 4 1 b7 4 1 5 4 1 5 6m 4 1 5 4
Was I Right Or Wrong,Lynyrd Skynyrd,Dm,F,,,6m 2 6m 2 3 6m 6m 2 6m 2 3 6m,6m 2 6m 2 3 6m,,6m 2 6m 2 3 6m 6m 2 6m 2 3 6m 6m 2 6m 2 3 6m
